roadNr,roadSegments,date
A2,"[{'direction': 'negative', 'startX': 568973.64, 'startY': 6082385.82, 'endX': 558326.46, 'endY': 6098117.7, 'winterSpeed': 130, 'summerSpeed': 110, 'numberOfVehicles': 318, 'averageSpeed': 84.63, 'trafficType': 'slow'}, {'direction': 'positive', 'startX': 568990.03, 'startY': 6082396.04, 'endX': 558344.87, 'endY': 6098124.92, 'winterSpeed': 130, 'summerSpeed': 110, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}]",2023-11-12T15:00:40.000+0000
108,"[{'direction': 'positive', 'startX': 569066.77, 'startY': 6082398.12, 'endX': 569096.02, 'endY': 6082395.13, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 14, 'averageSpeed': 66.94, 'trafficType': 'slow'}, {'direction': 'negative', 'startX': 569066.77, 'startY': 6082398.12, 'endX': 569094.81, 'endY': 6082408.96, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 8, 'averageSpeed': 68.19, 'trafficType': 'heavy'}]",2023-11-12T15:01:58.000+0000
1610,"[{'direction': 'positive', 'startX': 463192.6, 'startY': 6225943.69, 'endX': 458888, 'endY': 6229006.18, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}, {'direction': 'negative', 'startX': 463192.6, 'startY': 6225943.69, 'endX': 458888, 'endY': 6229006.18, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}]",2023-11-12T15:00:29.000+0000
176,"[{'direction': 'positive', 'startX': 562984.22, 'startY': 6030024.46, 'endX': 586122.96, 'endY': 6034500.87, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}, {'direction': 'negative', 'startX': 562984.22, 'startY': 6030024.46, 'endX': 586122.96, 'endY': 6034500.87, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}]",2023-11-12T15:01:24.000+0000
A4,"[{'direction': 'negative', 'startX': 545648.45, 'startY': 6023801.81, 'endX': 535175.78, 'endY': 6013142.05, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 69, 'averageSpeed': 91.22, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 545648.45, 'startY': 6023801.81, 'endX': 535175.78, 'endY': 6013142.05, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 25, 'averageSpeed': 86.78, 'trafficType': 'normal'}]",2023-11-12T15:00:00.000+0000
A1,"[{'direction': 'positive', 'startX': 554369.27, 'startY': 6070403.13, 'endX': 542480.96, 'endY': 6072930.89, 'winterSpeed': 120, 'summerSpeed': 110, 'numberOfVehicles': 211, 'averageSpeed': 103.27, 'trafficType': 'heavy'}, {'direction': 'negative', 'startX': 554364.26, 'startY': 6070391.74, 'endX': 542479.41, 'endY': 6072917.89, 'winterSpeed': 120, 'summerSpeed': 110, 'numberOfVehicles': 353, 'averageSpeed': 108.85, 'trafficType': 'normal'}]",2023-11-12T15:00:00.000+0000
A4,"[{'direction': 'negative', 'startX': 535175.78, 'startY': 6013142.05, 'endX': 527146.71, 'endY': 6009295, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 24, 'averageSpeed': 82.58, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 535175.78, 'startY': 6013142.05, 'endX': 527146.71, 'endY': 6009295, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 10, 'averageSpeed': 90.57, 'trafficType': 'normal'}]",2023-11-12T15:00:00.000+0000
3808,"[{'direction': 'negative', 'startX': 419503.98, 'startY': 6092318.8, 'endX': 415610.4, 'endY': 6097601.28, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 419503.98, 'startY': 6092318.8, 'endX': 415610.4, 'endY': 6097601.28, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}]",2023-11-12T15:00:07.000+0000
A15,"[{'direction': 'negative', 'startX': 586122.33, 'startY': 6034486.76, 'endX': 588489.73, 'endY': 6019564.39, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 47, 'averageSpeed': 71.86, 'trafficType': 'heavy'}, {'direction': 'positive', 'startX': 586122.33, 'startY': 6034486.76, 'endX': 588489.73, 'endY': 6019564.39, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 38, 'averageSpeed': 72.24, 'trafficType': 'heavy'}]",2023-11-12T15:00:58.000+0000
A7,"[{'direction': 'positive', 'startX': 454572.84, 'startY': 6048715.8, 'endX': 447939.69, 'endY': 6052087.08, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 59, 'averageSpeed': 81.29, 'trafficType': 'heavy'}, {'direction': 'negative', 'startX': 454572.84, 'startY': 6048715.8, 'endX': 447939.69, 'endY': 6052087.08, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 64, 'averageSpeed': 78.91, 'trafficType': 'heavy'}]",2023-11-12T15:00:42.000+0000
A17,"[{'direction': 'negative', 'startX': 522812.18, 'startY': 6170028.43, 'endX': 522080.93, 'endY': 6170518.72, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 31, 'averageSpeed': 82.17, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 522832.1, 'startY': 6170039.13, 'endX': 522080.93, 'endY': 6170518.72, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 88, 'averageSpeed': 71.01, 'trafficType': 'heavy'}]",2023-11-12T15:00:00.000+0000
124,"[{'direction': 'negative', 'startX': 546608.14, 'startY': 6205295.78, 'endX': 546608.5, 'endY': 6205291.58, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 9, 'averageSpeed': 87.88, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 546614.14, 'startY': 6205294.08, 'endX': 546612.94, 'endY': 6205296.86, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 9, 'averageSpeed': 84.27, 'trafficType': 'normal'}]",2023-11-12T15:01:27.000+0000
4239,"[{'direction': 'positive', 'startX': 338720.03, 'startY': 6135088.59, 'endX': 339731.75, 'endY': 6134667.5, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}, {'direction': 'negative', 'startX': 338720.03, 'startY': 6135088.59, 'endX': 339731.75, 'endY': 6134667.5, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 4, 'averageSpeed': 55.8, 'trafficType': 'heavy'}]",2023-11-12T15:00:34.000+0000
A1,"[{'direction': 'positive', 'startX': 527464.55, 'startY': 6075878.48, 'endX': 521835.25, 'endY': 6078541.01, 'winterSpeed': 120, 'summerSpeed': 110, 'numberOfVehicles': 227, 'averageSpeed': 92.89, 'trafficType': 'heavy'}, {'direction': 'negative', 'startX': 527459.53, 'startY': 6075866.87, 'endX': 521829.44, 'endY': 6078529.62, 'winterSpeed': 120, 'summerSpeed': 110, 'numberOfVehicles': 99, 'averageSpeed': 100.74, 'trafficType': 'heavy'}]",2023-11-12T15:00:00.000+0000
1831,"[{'direction': 'negative', 'startX': 527926.51, 'startY': 6070477.82, 'endX': 526950.09, 'endY': 6070383.81, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 527926.51, 'startY': 6070477.82, 'endX': 526950.09, 'endY': 6070383.81, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}]",2023-11-12T15:00:25.000+0000
175,"[{'direction': 'positive', 'startX': 564985.23, 'startY': 6158043.9, 'endX': 562867.52, 'endY': 6174810.8, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 11, 'averageSpeed': 73.75, 'trafficType': 'normal'}, {'direction': 'negative', 'startX': 564985.23, 'startY': 6158043.9, 'endX': 562867.52, 'endY': 6174810.8, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 10, 'averageSpeed': 73.52, 'trafficType': 'normal'}]",2023-11-12T15:00:59.000+0000
213,"[{'direction': 'positive', 'startX': 461362.9, 'startY': 6198840.83, 'endX': 461350.5, 'endY': 6198872.81, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 31, 'averageSpeed': 47.32, 'trafficType': 'slow'}, {'direction': 'negative', 'startX': 461351.49, 'startY': 6198840.18, 'endX': 461350.5, 'endY': 6198872.81, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 27, 'averageSpeed': 49.14, 'trafficType': 'slow'}]",2023-11-12T15:01:29.000+0000
4735,"[{'direction': 'negative', 'startX': 560792.5, 'startY': 6067818.47, 'endX': 559949.13, 'endY': 6067549.71, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 3, 'averageSpeed': 81.6, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 560792.5, 'startY': 6067818.47, 'endX': 559949.13, 'endY': 6067549.71, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 2, 'averageSpeed': 62.9, 'trafficType': 'heavy'}]",2023-11-12T15:00:00.000+0000
4513,"[{'direction': 'positive', 'startX': 391586.44, 'startY': 6131916.92, 'endX': 395251.01, 'endY': 6134714.72, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 3, 'averageSpeed': 56.47, 'trafficType': 'heavy'}, {'direction': 'negative', 'startX': 391586.44, 'startY': 6131916.92, 'endX': 395251.01, 'endY': 6134714.72, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}]",2023-11-12T15:00:34.000+0000
3302,"[{'direction': 'negative', 'startX': 481272.16, 'startY': 6053018.21, 'endX': 477834.86, 'endY': 6048892.08, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 481272.16, 'startY': 6053018.21, 'endX': 477834.86, 'endY': 6048892.08, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 1, 'averageSpeed': 73.2, 'trafficType': 'normal'}]",2023-11-12T15:00:00.000+0000
A15,"[{'direction': 'positive', 'startX': 584893.23, 'startY': 6052175.55, 'endX': 585035.26, 'endY': 6044077.55, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 40, 'averageSpeed': 77.99, 'trafficType': 'heavy'}, {'direction': 'negative', 'startX': 584893.23, 'startY': 6052175.55, 'endX': 585035.26, 'endY': 6044077.55, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 72, 'averageSpeed': 79.91, 'trafficType': 'heavy'}]",2023-11-12T15:01:23.000+0000
1611,"[{'direction': 'negative', 'startX': 479023.88, 'startY': 6245482.04, 'endX': 482796.41, 'endY': 6244700.84, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 479023.88, 'startY': 6245482.04, 'endX': 482796.41, 'endY': 6244700.84, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 6, 'averageSpeed': 86.93, 'trafficType': 'normal'}]",2023-11-12T15:00:32.000+0000
3106,"[{'direction': 'positive', 'startX': 541110.5, 'startY': 6210472.5, 'endX': 544917.69, 'endY': 6210295.75, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}, {'direction': 'negative', 'startX': 541110.5, 'startY': 6210472.5, 'endX': 544917.69, 'endY': 6210295.75, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}]",2023-11-12T15:00:00.000+0000
A14,"[{'direction': 'negative', 'startX': 583623.22, 'startY': 6081765.17, 'endX': 591556.74, 'endY': 6121554.08, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 19, 'averageSpeed': 88.93, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 583623.22, 'startY': 6081765.17, 'endX': 591556.74, 'endY': 6121554.08, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 109, 'averageSpeed': 91.7, 'trafficType': 'normal'}]",2023-11-12T15:00:00.000+0000
5243,"[{'direction': 'positive', 'startX': 601186.36, 'startY': 6086972.96, 'endX': 599465.87, 'endY': 6088225.21, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}, {'direction': 'negative', 'startX': 601186.36, 'startY': 6086972.96, 'endX': 599465.87, 'endY': 6088225.21, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 1, 'averageSpeed': 93.8, 'trafficType': 'normal'}]",2023-11-12T15:00:00.000+0000
226,"[{'direction': 'negative', 'startX': 342791.47, 'startY': 6206212.54, 'endX': 349350.01, 'endY': 6217017.05, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 25, 'averageSpeed': 87.99, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 342791.47, 'startY': 6206212.54, 'endX': 349350.01, 'endY': 6217017.05, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 9, 'averageSpeed': 86.22, 'trafficType': 'normal'}]",2023-11-12T15:01:31.000+0000
A1,"[{'direction': 'negative', 'startX': 493028.6, 'startY': 6089091.41, 'endX': 492124.01, 'endY': 6089797.02, 'winterSpeed': 80, 'summerSpeed': 80, 'numberOfVehicles': 335, 'averageSpeed': 86.71, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 493035.25, 'startY': 6089110.9, 'endX': 492140.38, 'endY': 6089808.47, 'winterSpeed': 80, 'summerSpeed': 80, 'numberOfVehicles': 153, 'averageSpeed': 80.1, 'trafficType': 'normal'}]",2023-11-12T15:02:04.000+0000
A3,"[{'direction': 'positive', 'startX': 590018.77, 'startY': 6055281.93, 'endX': 590237.91, 'endY': 6055133.62, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 38, 'averageSpeed': 85.32, 'trafficType': 'heavy'}, {'direction': 'negative', 'startX': 590031.02, 'startY': 6055297.75, 'endX': 590237.91, 'endY': 6055133.62, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 37, 'averageSpeed': 80.09, 'trafficType': 'heavy'}]",2023-11-12T15:00:00.000+0000
A1,"[{'direction': 'negative', 'startX': 346066.34, 'startY': 6177478.05, 'endX': 339755.91, 'endY': 6178620.96, 'winterSpeed': 130, 'summerSpeed': 110, 'numberOfVehicles': 141, 'averageSpeed': 107.15, 'trafficType': 'heavy'}, {'direction': 'positive', 'startX': 346065.66, 'startY': 6177494.98, 'endX': 339764.96, 'endY': 6178635.36, 'winterSpeed': 130, 'summerSpeed': 110, 'numberOfVehicles': 149, 'averageSpeed': 104.29, 'trafficType': 'heavy'}]",2023-11-12T15:00:00.000+0000
210,"[{'direction': 'negative', 'startX': 474416.93, 'startY': 6234553.09, 'endX': 474404.55, 'endY': 6234514.82, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 22, 'averageSpeed': 91.1, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 474396.51, 'startY': 6234554.83, 'endX': 474404.55, 'endY': 6234514.82, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 14, 'averageSpeed': 88.81, 'trafficType': 'normal'}]",2023-11-12T15:01:30.000+0000
1941,"[{'direction': 'negative', 'startX': 500295.78, 'startY': 6073288.27, 'endX': 503363.18, 'endY': 6072620.6, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 11, 'averageSpeed': 77.42, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 500295.78, 'startY': 6073288.27, 'endX': 503363.18, 'endY': 6072620.6, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}]",2023-11-12T15:00:00.000+0000
103,"[{'direction': 'positive', 'startX': 595512.24, 'startY': 6062929.86, 'endX': 597914.88, 'endY': 6063939.22, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 38, 'averageSpeed': 62.38, 'trafficType': 'heavy'}, {'direction': 'negative', 'startX': 595512.24, 'startY': 6062929.86, 'endX': 597914.88, 'endY': 6063939.22, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 43, 'averageSpeed': 69.24, 'trafficType': 'normal'}]",2023-11-12T15:01:24.000+0000
A6,"[{'direction': 'positive', 'startX': 615662.45, 'startY': 6163621.18, 'endX': 629284.86, 'endY': 6171300.16, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 20, 'averageSpeed': 72.4, 'trafficType': 'heavy'}, {'direction': 'negative', 'startX': 615662.45, 'startY': 6163621.18, 'endX': 629284.86, 'endY': 6171300.16, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}]",2023-11-12T15:01:15.000+0000
177,"[{'direction': 'negative', 'startX': 656149.11, 'startY': 6163355.7, 'endX': 661347.8, 'endY': 6165587.14, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 2, 'averageSpeed': 100.3, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 656149.11, 'startY': 6163355.7, 'endX': 661347.8, 'endY': 6165587.14, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 3, 'averageSpeed': 67.2, 'trafficType': 'slow'}]",2023-11-12T15:01:26.000+0000
102,"[{'direction': 'positive', 'startX': 647225.67, 'startY': 6158677.58, 'endX': 646305.78, 'endY': 6173821.76, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 13, 'averageSpeed': 84.38, 'trafficType': 'normal'}, {'direction': 'negative', 'startX': 647225.67, 'startY': 6158677.58, 'endX': 646305.78, 'endY': 6173821.76, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 11, 'averageSpeed': 94.92, 'trafficType': 'normal'}]",2023-11-12T15:01:20.000+0000
162,"[{'direction': 'negative', 'startX': 387717.08, 'startY': 6159724.01, 'endX': 387943.47, 'endY': 6155207.2, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 25, 'averageSpeed': 84.11, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 387717.08, 'startY': 6159724.01, 'endX': 387942.58, 'endY': 6155171.73, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 17, 'averageSpeed': 83.51, 'trafficType': 'normal'}]",2023-11-12T15:01:30.000+0000
4015,"[{'direction': 'positive', 'startX': 469962.5, 'startY': 6209646.5, 'endX': 467369.13, 'endY': 6211566.63, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 1, 'averageSpeed': 78.7, 'trafficType': 'normal'}, {'direction': 'negative', 'startX': 469962.5, 'startY': 6209646.5, 'endX': 467369.13, 'endY': 6211566.63, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 2, 'averageSpeed': 80.4, 'trafficType': 'normal'}]",2023-11-12T15:00:33.000+0000
195,"[{'direction': 'negative', 'startX': 506116.42, 'startY': 6156392.43, 'endX': 517477.22, 'endY': 6172814.76, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 26, 'averageSpeed': 86.21, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 506116.42, 'startY': 6156392.43, 'endX': 517543.09, 'endY': 6172914.55, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 38, 'averageSpeed': 85.85, 'trafficType': 'normal'}]",2023-11-12T15:01:27.000+0000
A3,"[{'direction': 'negative', 'startX': 585398.37, 'startY': 6057695.19, 'endX': 590031.02, 'endY': 6055297.75, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 116, 'averageSpeed': 80.19, 'trafficType': 'heavy'}, {'direction': 'positive', 'startX': 585391.58, 'startY': 6057676.09, 'endX': 590018.77, 'endY': 6055281.93, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 109, 'averageSpeed': 88.87, 'trafficType': 'heavy'}]",2023-11-12T15:01:20.000+0000
3305,"[{'direction': 'negative', 'startX': 516517.71, 'startY': 6042684.27, 'endX': 516376.19, 'endY': 6040535.87, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 2, 'averageSpeed': 61.55, 'trafficType': 'heavy'}, {'direction': 'positive', 'startX': 516517.71, 'startY': 6042684.27, 'endX': 516376.19, 'endY': 6040535.87, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 1, 'averageSpeed': 57, 'trafficType': 'heavy'}]",2023-11-12T15:00:07.000+0000
A1,"[{'direction': 'positive', 'startX': 503257.15, 'startY': 6087930.94, 'endX': 498893.13, 'endY': 6088566.41, 'winterSpeed': 120, 'summerSpeed': 110, 'numberOfVehicles': 278, 'averageSpeed': 97.52, 'trafficType': 'heavy'}, {'direction': 'negative', 'startX': 503255.37, 'startY': 6087915.86, 'endX': 498888.42, 'endY': 6088551.28, 'winterSpeed': 120, 'summerSpeed': 110, 'numberOfVehicles': 349, 'averageSpeed': 100.71, 'trafficType': 'heavy'}]",2023-11-12T15:00:00.000+0000
A3,"[{'direction': 'negative', 'startX': 593988.46, 'startY': 6053498.87, 'endX': 607765.91, 'endY': 6047939.77, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 34, 'averageSpeed': 71.62, 'trafficType': 'heavy'}, {'direction': 'positive', 'startX': 593988.46, 'startY': 6053498.87, 'endX': 607765.91, 'endY': 6047939.77, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 29, 'averageSpeed': 85.84, 'trafficType': 'heavy'}]",2023-11-12T15:00:39.000+0000
A5,"[{'direction': 'positive', 'startX': 489591.06, 'startY': 6086613.48, 'endX': 489067.58, 'endY': 6084457.73, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 743, 'averageSpeed': 91.03, 'trafficType': 'normal'}, {'direction': 'negative', 'startX': 489600.31, 'startY': 6086605.66, 'endX': 489079.09, 'endY': 6084452.04, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 303, 'averageSpeed': 82.75, 'trafficType': 'normal'}]",2023-11-12T15:00:00.000+0000
A2,"[{'direction': 'positive', 'startX': 544438.05, 'startY': 6140440.26, 'endX': 526515.7, 'endY': 6164370.41, 'winterSpeed': 110, 'summerSpeed': 110, 'numberOfVehicles': 84, 'averageSpeed': 106.28, 'trafficType': 'heavy'}, {'direction': 'negative', 'startX': 544418.44, 'startY': 6140436.15, 'endX': 526500.52, 'endY': 6164357.34, 'winterSpeed': 130, 'summerSpeed': 110, 'numberOfVehicles': 94, 'averageSpeed': 109.26, 'trafficType': 'heavy'}]",2023-11-12T15:00:59.000+0000
4108,"[{'direction': 'positive', 'startX': 397791.61, 'startY': 6152539.47, 'endX': 394424.77, 'endY': 6150733.07, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}, {'direction': 'negative', 'startX': 397791.61, 'startY': 6152539.47, 'endX': 394424.77, 'endY': 6150733.07, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}]",2023-11-12T15:00:12.000+0000
2111,"[{'direction': 'positive', 'startX': 424174.1, 'startY': 6190373.49, 'endX': 421127.95, 'endY': 6191777.22, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}, {'direction': 'negative', 'startX': 424174.1, 'startY': 6190373.49, 'endX': 421127.95, 'endY': 6191777.22, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 2, 'averageSpeed': 75.7, 'trafficType': 'normal'}]",2023-11-12T15:00:32.000+0000
2637,"[{'direction': 'negative', 'startX': 462518.19, 'startY': 6045929.65, 'endX': 463871.61, 'endY': 6045142.58, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 462518.19, 'startY': 6045929.65, 'endX': 463871.61, 'endY': 6045142.58, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}]",2023-11-12T15:00:00.000+0000
A19,"[{'direction': 'negative', 'startX': 574468.85, 'startY': 6058441.71, 'endX': 574393.98, 'endY': 6055742.66, 'winterSpeed': 80, 'summerSpeed': 80, 'numberOfVehicles': 263, 'averageSpeed': 84.59, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 574457.93, 'startY': 6058460.22, 'endX': 574382.72, 'endY': 6055752.97, 'winterSpeed': 80, 'summerSpeed': 80, 'numberOfVehicles': 184, 'averageSpeed': 87.49, 'trafficType': 'normal'}]",2023-11-12T15:01:22.000+0000
187,"[{'direction': 'positive', 'startX': 447943.7, 'startY': 6052084.98, 'endX': 448986.35, 'endY': 6064291.64, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 12, 'averageSpeed': 93.97, 'trafficType': 'normal'}, {'direction': 'negative', 'startX': 447943.7, 'startY': 6052084.98, 'endX': 449047.3, 'endY': 6064230.06, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 21, 'averageSpeed': 87.62, 'trafficType': 'normal'}]",2023-11-12T15:01:23.000+0000
A9,"[{'direction': 'negative', 'startX': 462587, 'startY': 6198365.03, 'endX': 460100.75, 'endY': 6198919.65, 'winterSpeed': 60, 'summerSpeed': 60, 'numberOfVehicles': 24, 'averageSpeed': 53.89, 'trafficType': 'heavy'}, {'direction': 'positive', 'startX': 462597.22, 'startY': 6198377.71, 'endX': 460101.75, 'endY': 6198928.8, 'winterSpeed': 60, 'summerSpeed': 60, 'numberOfVehicles': 62, 'averageSpeed': 56.23, 'trafficType': 'heavy'}]",2023-11-12T15:00:45.000+0000
A14,"[{'direction': 'negative', 'startX': 591556.74, 'startY': 6121554.08, 'endX': 594788.38, 'endY': 6126513.94, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 83, 'averageSpeed': 86.44, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 591556.74, 'startY': 6121554.08, 'endX': 594788.38, 'endY': 6126513.94, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 21, 'averageSpeed': 85.14, 'trafficType': 'normal'}]",2023-11-12T15:00:39.000+0000
158,"[{'direction': 'negative', 'startX': 432807.35, 'startY': 6166736.62, 'endX': 415482.66, 'endY': 6183943.15, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 13, 'averageSpeed': 75.36, 'trafficType': 'heavy'}, {'direction': 'positive', 'startX': 432807.35, 'startY': 6166736.62, 'endX': 415482.66, 'endY': 6183943.15, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 4, 'averageSpeed': 81.73, 'trafficType': 'heavy'}]",2023-11-12T15:01:30.000+0000
