roadNr,roadSegments,date
3022,"[{'direction': 'negative', 'startX': 519303.57, 'startY': 6152002.55, 'endX': 526445.62, 'endY': 6148463.32, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 1, 'averageSpeed': 76, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 519303.57, 'startY': 6152002.55, 'endX': 526445.62, 'endY': 6148463.32, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}]",2023-11-12T15:00:27.000+0000
A16,"[{'direction': 'positive', 'startX': 571349.32, 'startY': 6054550.07, 'endX': 568772.21, 'endY': 6054229.36, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 74, 'averageSpeed': 75.34, 'trafficType': 'heavy'}, {'direction': 'negative', 'startX': 571349.32, 'startY': 6054550.07, 'endX': 568772.21, 'endY': 6054229.36, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 123, 'averageSpeed': 71.04, 'trafficType': 'heavy'}]",2023-11-12T15:00:00.000+0000
108,"[{'direction': 'positive', 'startX': 554155.32, 'startY': 6069922.71, 'endX': 560275.68, 'endY': 6078509.84, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 25, 'averageSpeed': 84.02, 'trafficType': 'normal'}, {'direction': 'negative', 'startX': 554155.32, 'startY': 6069922.71, 'endX': 560275.68, 'endY': 6078509.84, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 11, 'averageSpeed': 81.04, 'trafficType': 'normal'}]",2023-11-12T15:00:51.000+0000
A2,"[{'direction': 'negative', 'startX': 526478.52, 'startY': 6164380.63, 'endX': 522860.62, 'endY': 6169994.82, 'winterSpeed': 110, 'summerSpeed': 110, 'numberOfVehicles': 108, 'averageSpeed': 104.71, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 526493.26, 'startY': 6164394.16, 'endX': 522876.6, 'endY': 6170008.22, 'winterSpeed': 130, 'summerSpeed': 110, 'numberOfVehicles': 57, 'averageSpeed': 95.5, 'trafficType': 'slow'}]",2023-11-12T15:01:18.000+0000
4012,"[{'direction': 'positive', 'startX': 440880.06, 'startY': 6217015.26, 'endX': 446437.66, 'endY': 6218047.63, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 2, 'averageSpeed': 51.25, 'trafficType': 'slow'}, {'direction': 'negative', 'startX': 440880.06, 'startY': 6217015.26, 'endX': 446437.66, 'endY': 6218047.63, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 1, 'averageSpeed': 87.8, 'trafficType': 'normal'}]",2023-11-12T15:00:32.000+0000
114,"[{'direction': 'positive', 'startX': 626569.4, 'startY': 6126017.91, 'endX': 633362.81, 'endY': 6134608.7, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 13, 'averageSpeed': 70.06, 'trafficType': 'normal'}, {'direction': 'negative', 'startX': 626569.4, 'startY': 6126017.91, 'endX': 633362.81, 'endY': 6134608.7, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 18, 'averageSpeed': 66.54, 'trafficType': 'normal'}]",2023-11-12T15:00:35.000+0000
4207,"[{'direction': 'negative', 'startX': 357167.34, 'startY': 6143020.2, 'endX': 367686.64, 'endY': 6149676.53, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 357167.34, 'startY': 6143020.2, 'endX': 367686.64, 'endY': 6149676.53, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}]",2023-11-12T15:00:16.000+0000
A10,"[{'direction': 'negative', 'startX': 525512.76, 'startY': 6213516.29, 'endX': 529171, 'endY': 6220110.22, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 525512.76, 'startY': 6213516.29, 'endX': 529171, 'endY': 6220110.22, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}]",2023-11-12T15:00:00.000+0000
A3,"[{'direction': 'negative', 'startX': 607765.91, 'startY': 6047939.77, 'endX': 609060.07, 'endY': 6046975.64, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 8, 'averageSpeed': 52.69, 'trafficType': 'slow'}, {'direction': 'positive', 'startX': 607765.91, 'startY': 6047939.77, 'endX': 609075.88, 'endY': 6046969.74, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 13, 'averageSpeed': 40.88, 'trafficType': 'slow'}]",2023-11-12T15:00:39.000+0000
2521,"[{'direction': 'positive', 'startX': 497272.18, 'startY': 5997656.49, 'endX': 498614.5, 'endY': 5993549.5, 'winterSpeed': 50, 'summerSpeed': 50, 'numberOfVehicles': 1, 'averageSpeed': 73.3, 'trafficType': 'normal'}, {'direction': 'negative', 'startX': 497272.18, 'startY': 5997656.49, 'endX': 498614.5, 'endY': 5993549.5, 'winterSpeed': 50, 'summerSpeed': 50, 'numberOfVehicles': 5, 'averageSpeed': 69.12, 'trafficType': 'normal'}]",2023-11-12T15:00:00.000+0000
A13,"[{'direction': 'positive', 'startX': 319105.09, 'startY': 6200854.85, 'endX': 319115.84, 'endY': 6200947.04, 'winterSpeed': 50, 'summerSpeed': 50, 'numberOfVehicles': 58, 'averageSpeed': 78.99, 'trafficType': 'normal'}, {'direction': 'negative', 'startX': 319089.88, 'startY': 6200857.91, 'endX': 319115.84, 'endY': 6200947.04, 'winterSpeed': 50, 'summerSpeed': 50, 'numberOfVehicles': 71, 'averageSpeed': 82.97, 'trafficType': 'normal'}]",2023-11-12T15:00:00.000+0000
218,"[{'direction': 'negative', 'startX': 328797.49, 'startY': 6213089.9, 'endX': 347061.74, 'endY': 6240095.16, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 13, 'averageSpeed': 76.42, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 328797.49, 'startY': 6213089.9, 'endX': 347061.74, 'endY': 6240095.16, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 19, 'averageSpeed': 80.53, 'trafficType': 'normal'}]",2023-11-12T15:01:59.000+0000
156,"[{'direction': 'positive', 'startX': 430964.64, 'startY': 6241144.37, 'endX': 418026.75, 'endY': 6229754.07, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 17, 'averageSpeed': 83.51, 'trafficType': 'normal'}, {'direction': 'negative', 'startX': 430964.64, 'startY': 6241144.37, 'endX': 418050.89, 'endY': 6229775.5, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 27, 'averageSpeed': 82.77, 'trafficType': 'normal'}]",2023-11-12T15:01:30.000+0000
A6,"[{'direction': 'positive', 'startX': 551426.12, 'startY': 6126308.46, 'endX': 556457.24, 'endY': 6133575.31, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 43, 'averageSpeed': 53.85, 'trafficType': 'slow'}, {'direction': 'negative', 'startX': 551426.12, 'startY': 6126308.46, 'endX': 556457.24, 'endY': 6133575.31, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 123, 'averageSpeed': 51.59, 'trafficType': 'slow'}]",2023-11-12T15:01:13.000+0000
A6,"[{'direction': 'positive', 'startX': 498548.48, 'startY': 6088284.85, 'endX': 505371.36, 'endY': 6093533.1, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}, {'direction': 'negative', 'startX': 498543, 'startY': 6088292.09, 'endX': 505365.91, 'endY': 6093546.66, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}]",2023-11-12T15:00:05.000+0000
A4,"[{'direction': 'negative', 'startX': 571394.52, 'startY': 6054567.42, 'endX': 566724.22, 'endY': 6047488.07, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 166, 'averageSpeed': 70.96, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 571390.39, 'startY': 6054576.49, 'endX': 571004.84, 'endY': 6054531.52, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 81, 'averageSpeed': 75.64, 'trafficType': 'heavy'}]",2023-11-12T15:00:00.000+0000
217,"[{'direction': 'positive', 'startX': 323635.53, 'startY': 6179712.85, 'endX': 323658.87, 'endY': 6179747.58, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 17, 'averageSpeed': 73.79, 'trafficType': 'heavy'}, {'direction': 'negative', 'startX': 323619.24, 'startY': 6179760.18, 'endX': 323658.87, 'endY': 6179747.58, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 24, 'averageSpeed': 81.84, 'trafficType': 'normal'}]",2023-11-12T15:01:31.000+0000
